,iterations,encoding_dim,quantization_level,sim_metric,accuracy_score,precision_score,recall_score,f1_score,train_time
0,20,8890,26,cos,0.8316326530612245,0.7702702702702703,0.7808219178082192,0.7755102040816327,1641950503.99684
1,20,9496,8,cos,0.8673469387755102,0.8852459016393442,0.7397260273972602,0.8059701492537313,1641950517.702424
2,20,12930,14,,0.8520408163265306,0.8333333333333334,0.7534246575342466,0.7913669064748201,1641950530.372276
3,20,13536,5,cos,0.8571428571428571,0.8813559322033898,0.7123287671232876,0.7878787878787878,1641950543.2608728
4,20,13536,1,cos,0.37244897959183676,0.37244897959183676,1.0,0.5427509293680297,1641950556.4009364
5,20,1820,8,,0.8673469387755102,0.8852459016393442,0.7397260273972602,0.8059701492537313,1641950569.5386448
6,20,16768,1,,0.37244897959183676,0.37244897959183676,1.0,0.5427509293680297,1641950583.0006015
7,20,4244,26,,0.8316326530612245,0.7702702702702703,0.7808219178082192,0.7755102040816327,1641950596.281795
8,20,7274,28,,0.8316326530612245,0.7702702702702703,0.7808219178082192,0.7755102040816327,1641950609.23344
9,20,17576,7,cos,0.8724489795918368,0.9137931034482759,0.726027397260274,0.8091603053435115,1641950622.5510533
10,20,14142,4,,0.8571428571428571,0.8947368421052632,0.6986301369863014,0.7846153846153846,1641950635.372878
11,20,17778,25,cos,0.8316326530612245,0.7777777777777778,0.7671232876712328,0.7724137931034483,1641950648.6524844
12,20,17778,5,cos,0.8571428571428571,0.8813559322033898,0.7123287671232876,0.7878787878787878,1641950662.0604312
13,20,2426,4,cos,0.8571428571428571,0.8947368421052632,0.6986301369863014,0.7846153846153846,1641950675.3511107
14,20,11718,16,cos,0.8418367346938775,0.8088235294117647,0.7534246575342466,0.7801418439716311,1641950688.8296745
15,20,13132,20,,0.8469387755102041,0.8115942028985508,0.7671232876712328,0.7887323943661971,1641950701.591145
16,20,7880,25,,0.8316326530612245,0.7777777777777778,0.7671232876712328,0.7724137931034483,1641950714.363664
17,20,17576,11,,0.8673469387755102,0.8615384615384616,0.7671232876712328,0.8115942028985507,1641950727.1591272
18,20,9294,14,cos,0.8571428571428571,0.835820895522388,0.7671232876712328,0.8,1641950740.4555948
19,20,17778,1,,0.37244897959183676,0.37244897959183676,1.0,0.5427509293680297,1641950753.3530192
20,20,16364,16,cos,0.8469387755102041,0.8208955223880597,0.7534246575342466,0.7857142857142858,1641950766.628253
21,20,7476,28,cos,0.826530612244898,0.7671232876712328,0.7671232876712328,0.7671232876712328,1641950779.7856612
22,20,5052,17,,0.8520408163265306,0.8235294117647058,0.7671232876712328,0.7943262411347518,1641950792.7974567
23,20,15556,4,,0.8571428571428571,0.8947368421052632,0.6986301369863014,0.7846153846153846,1641950805.5151372
24,20,14546,4,,0.8571428571428571,0.8688524590163934,0.726027397260274,0.7910447761194029,1641950818.4502378
25,20,1820,5,,0.8571428571428571,0.8813559322033898,0.7123287671232876,0.7878787878787878,1641950831.1351347
26,20,4042,5,,0.8571428571428571,0.8813559322033898,0.7123287671232876,0.7878787878787878,1641950843.8440642
27,20,16162,28,,0.826530612244898,0.7671232876712328,0.7671232876712328,0.7671232876712328,1641950856.5682533
28,20,13940,22,cos,0.8469387755102041,0.8028169014084507,0.7808219178082192,0.7916666666666666,1641950869.808625
29,20,15960,5,cos,0.8571428571428571,0.8813559322033898,0.7123287671232876,0.7878787878787878,1641950882.9901447
30,20,9496,26,,0.8316326530612245,0.7702702702702703,0.7808219178082192,0.7755102040816327,1641950895.8715312
31,20,12930,28,,0.826530612244898,0.7671232876712328,0.7671232876712328,0.7671232876712328,1641950908.6017268
32,20,16566,22,,0.8469387755102041,0.8028169014084507,0.7808219178082192,0.7916666666666666,1641950921.36408
33,20,20000,14,,0.8520408163265306,0.8333333333333334,0.7534246575342466,0.7913669064748201,1641950934.0491385
34,20,17778,2,,0.5255102040816326,0.43902439024390244,0.9863013698630136,0.6075949367088608,1641950946.951271
35,20,9900,7,,0.8724489795918368,0.9137931034482759,0.726027397260274,0.8091603053435115,1641950959.651593
36,20,5860,16,,0.8418367346938775,0.8088235294117647,0.7534246575342466,0.7801418439716311,1641950972.7371616
37,20,3840,17,,0.8520408163265306,0.8235294117647058,0.7671232876712328,0.7943262411347518,1641950985.4537115
38,20,3840,13,,0.8571428571428571,0.835820895522388,0.7671232876712328,0.8,1641950998.3348346
39,20,2830,17,,0.8520408163265306,0.8235294117647058,0.7671232876712328,0.7943262411347518,1641951011.190728
40,20,7880,4,cos,0.8571428571428571,0.8947368421052632,0.6986301369863014,0.7846153846153846,1641951024.4683697
41,20,6466,30,cos,0.826530612244898,0.76,0.7808219178082192,0.7702702702702703,1641951037.7269006
42,20,13132,25,cos,0.8316326530612245,0.7777777777777778,0.7671232876712328,0.7724137931034483,1641951050.9602582
43,20,1820,1,cos,0.37244897959183676,0.37244897959183676,1.0,0.5427509293680297,1641951064.4330783
44,20,11516,1,,0.37244897959183676,0.37244897959183676,1.0,0.5427509293680297,1641951077.330522
45,20,6466,10,,0.8724489795918368,0.875,0.7671232876712328,0.8175182481751825,1641951090.3334963
46,20,6264,30,,0.826530612244898,0.76,0.7808219178082192,0.7702702702702703,1641951103.0786102
47,20,14950,22,cos,0.8418367346938775,0.8,0.7671232876712328,0.7832167832167832,1641951116.373558
48,20,4648,16,,0.8418367346938775,0.8181818181818182,0.7397260273972602,0.776978417266187,1641951129.0588987
49,20,7072,30,,0.8214285714285714,0.7567567567567568,0.7671232876712328,0.761904761904762,1641951141.8167639
50,20,15152,13,,0.8520408163265306,0.8333333333333334,0.7534246575342466,0.7913669064748201,1641951154.7926095
51,20,11112,20,,0.8469387755102041,0.8115942028985508,0.7671232876712328,0.7887323943661971,1641951167.9777079
52,20,5658,4,,0.8571428571428571,0.8947368421052632,0.6986301369863014,0.7846153846153846,1641951180.7706873
53,20,6870,5,,0.8571428571428571,0.8813559322033898,0.7123287671232876,0.7878787878787878,1641951193.5948493
54,20,2,4,,0.6428571428571429,0.5348837209302325,0.3150684931506849,0.396551724137931,1641951206.6211138
