dataset	nway	kshot	kquery	n_problems	classifier_type	hidden_size	num_epochs	acc	acc_ci95	recall	recall_ci95	train_time	train_time_ci95	test_time	test_time_ci95
pdbbind	2	1	20	50	HD	8192	0	51.15	2.244221397277906	0.6140000000000001	0.05389394147768374	8.115768432617187e-06	1.01437218732315e-06	0.00264683723449707	0.00017521622667887336
pdbbind	2	1	20	50	HD-Sparse	8192	0	52.6	1.4062914633887242	0.8170000000000002	0.06860615972345341	7.047653198242187e-06	6.172838612106696e-07	0.0024308156967163086	3.5426880219904874e-05
pdbbind	2	1	20	50	HD-Kron	8192	0	52.85	2.3601932293776287	0.624	0.05383688668561731	5.221366882324218e-06	3.27310500863661e-07	0.002447199821472168	7.439449025112e-06
pdbbind	2	1	20	50	L1	0	0	51.8	1.3582107053031205	0.272	0.08879297557802644	4.621028900146484e-05	1.0385169027908139e-06	0.0022713422775268556	5.511837574346715e-05
pdbbind	2	1	20	50	L2	0	0	51.85	1.6620175931680143	0.196	0.07467780050322853	4.627704620361328e-05	2.1942329712634285e-06	0.002253255844116211	3.2771682780731085e-05
pdbbind	2	1	20	50	cosine	0	0	51.6	1.9976621536185744	0.5830000000000001	0.06759073569654349	4.596233367919922e-05	6.582523093087489e-07	0.00240633487701416	9.7019601775752e-06
pdbbind	2	1	20	50	MLP	512	5	53.25	2.08004855712553	0.5569999999999999	0.06801002302602167	0.011761350631713867	0.0001440795337832654	0.0020209789276123048	7.830616511143397e-06
pdbbind	2	1	20	50	Uniform	0	0	0.4925	0.020661505269461856	0.4760000000000001	0.034200736366341584			0.0010384464263916017	3.8091871726979085e-06
pdbbind	2	2	20	50	HD	8192	0	52.55	1.73374159550955	0.604	0.05139836075207068	7.143020629882813e-06	5.53542540545463e-07	0.002459425926208496	3.213895379115721e-05
pdbbind	2	2	20	50	HD-Sparse	8192	0	55.05	1.7775049704571855	0.773	0.0699700784049868	6.976127624511719e-06	6.567271850536622e-07	0.0024124431610107423	9.48046699226451e-06
pdbbind	2	2	20	50	HD-Kron	8192	0	55.2	2.29345126828542	0.713	0.04183670388546402	4.949569702148438e-06	7.881738765511267e-08	0.0024056768417358397	7.316498109499136e-06
pdbbind	2	2	20	50	L1	0	0	52.4	1.1674757727678977	0.122	0.041960482742694934	4.57000732421875e-05	8.624132658813565e-07	0.0021761226654052734	3.643551000900533e-05
pdbbind	2	2	20	50	L2	0	0	51.95	1.743684122769947	0.19200000000000003	0.061505287187363006	4.288673400878906e-05	5.101311258729629e-07	0.001958451271057129	3.7425507898762e-05
pdbbind	2	2	20	50	cosine	0	0	54.8	2.351346575900711	0.632	0.04318765601418997	4.306793212890625e-05	4.066877684361938e-07	0.0020697927474975586	6.596542293888632e-06
pdbbind	2	2	20	50	MLP	512	5	54.8	1.9245962485674755	0.586	0.06823728107127364	0.009823708534240723	7.620435307446255e-05	0.0017452430725097656	4.802917939581513e-06
pdbbind	2	2	20	50	Uniform	0	0	0.4975	0.021571133488994036	0.49699999999999994	0.02678969413785831			0.0009085798263549805	2.438359415869343e-06
pdbbind	2	4	20	50	HD	8192	0	54.0	2.570515901526384	0.6409999999999999	0.05017676561915883	7.219314575195313e-06	7.997300172249135e-07	0.002142295837402344	3.0583707002062284e-05
pdbbind	2	4	20	50	HD-Sparse	8192	0	58.5	2.1515408432098146	0.7609999999999999	0.06431010595544062	6.7663192749023435e-06	1.3728774030674384e-07	0.0021061611175537107	2.0694711679263395e-05
pdbbind	2	4	20	50	HD-Kron	8192	0	55.55	2.4570067806174243	0.6579999999999999	0.03874261157949991	4.9591064453125e-06	1.189552652371473e-07	0.0020654773712158203	8.815585458356367e-06
pdbbind	2	4	20	50	L1	0	0	52.85	1.3437797736236394	0.13799999999999998	0.03251001371885284	4.31203842163086e-05	3.97399922007515e-07	0.0019295835494995118	8.226619723615553e-06
pdbbind	2	4	20	50	L2	0	0	51.7	1.0774653219477646	0.17400000000000002	0.055730214139190236	4.336833953857422e-05	4.3360845548510756e-07	0.0019155073165893555	6.242438012057327e-06
pdbbind	2	4	20	50	cosine	0	0	58.0	2.3763737079844995	0.616	0.0373368425017435	4.298686981201172e-05	2.532923436777172e-07	0.0020595932006835936	6.6339828720902785e-06
pdbbind	2	4	20	50	MLP	512	5	58.8	2.042730016424099	0.7650000000000001	0.05369469992466668	0.009941110610961914	0.00016871563546085698	0.0017956113815307618	5.1514852889793216e-05
pdbbind	2	4	20	50	Uniform	0	0	0.5045	0.021277061639239567	0.518	0.027823717077342488			0.0011399364471435546	2.313212599166142e-05
pdbbind	2	8	20	50	HD	8192	0	58.8	1.9513569432576912	0.676	0.04623606350025918	7.5006484985351565e-06	7.474715178748914e-07	0.002452855110168457	3.304903546803823e-05
pdbbind	2	8	20	50	HD-Sparse	8192	0	62.0	2.302478664396263	0.736	0.046797642333775744	6.947517395019531e-06	1.315166356274408e-07	0.002380228042602539	8.820384151441026e-06
pdbbind	2	8	20	50	HD-Kron	8192	0	58.8	2.593725104940768	0.664	0.04687966006702693	5.159378051757813e-06	9.134258948069156e-08	0.00240358829498291	7.749175475598348e-06
pdbbind	2	8	20	50	L1	0	0	53.45	1.378215919223109	0.157	0.030238677748869902	4.750728607177734e-05	1.0713974661958888e-06	0.002260551452636719	4.602556423638482e-05
pdbbind	2	8	20	50	L2	0	0	53.4	1.3491293785252767	0.16	0.037188385283580136	4.6181678771972654e-05	3.5717161957055923e-07	0.002243189811706543	2.911581719604277e-05
pdbbind	2	8	20	50	cosine	0	0	58.4	1.983186849492503	0.5650000000000001	0.03340635867615625	4.682064056396484e-05	7.408608545650975e-07	0.0024135828018188475	1.2375302596308012e-05
pdbbind	2	8	20	50	MLP	512	5	58.25	2.2011855896311876	0.672	0.049051716707980766	0.011686944961547851	6.755110670070305e-05	0.0020065736770629884	7.647350261425048e-06
